Insertion_age	Family	Specie
0	RLX	O. sativa vg. indica [93-11]
2.33	RLX	O. sativa vg. indica [93-11]
2.72	RLX	O. sativa vg. indica [93-11]
1.62	RLX	O. sativa vg. indica [93-11]
1.58	RLX	O. sativa vg. indica [93-11]
0.32	RLX	O. sativa vg. indica [93-11]
0.47	RLX	O. sativa vg. indica [93-11]
0.39	RLX	O. sativa vg. indica [93-11]
0.15	RLX	O. sativa vg. indica [93-11]
2.75	RLX	O. sativa vg. indica [93-11]
2.8	RLX	O. sativa vg. indica [93-11]
0	RLX	O. sativa vg. indica [93-11]
1.4	RLX	O. sativa vg. indica [93-11]
0.24	RLX	O. sativa vg. indica [93-11]
1.41	RLX	O. sativa vg. indica [93-11]
2.01	RLX	O. sativa vg. indica [93-11]
1.45	RLX	O. sativa vg. indica [93-11]
1.39	RLX	O. sativa vg. indica [93-11]
2.3	RLX	O. sativa vg. indica [93-11]
0.64	RLX	O. sativa vg. indica [93-11]
1.26	RLX	O. sativa vg. indica [93-11]
3.52	RLX	O. sativa vg. indica [93-11]
1.11	RLX	O. sativa vg. indica [93-11]
1.27	RLX	O. sativa vg. indica [93-11]
1.96	RLX	O. sativa vg. indica [93-11]
0.52	RLX	O. sativa vg. indica [93-11]
0.51	RLX	O. sativa vg. indica [93-11]
1.55	RLX	O. sativa vg. indica [93-11]
0	RLX	O. sativa vg. indica [93-11]
0.06	RLX	O. sativa vg. indica [93-11]
0.05	RLX	O. sativa vg. indica [93-11]
0.96	RLX	O. sativa vg. indica [93-11]
2.17	RLX	O. sativa vg. indica [93-11]
1.83	RLX	O. sativa vg. indica [93-11]
2.18	RLX	O. sativa vg. indica [93-11]
1.39	RLX	O. sativa vg. indica [93-11]
2.01	RLX	O. sativa vg. indica [93-11]
2	RLX	O. sativa vg. indica [93-11]
1.45	RLX	O. sativa vg. indica [93-11]
1.32	RLX	O. sativa vg. indica [93-11]
2.59	RLX	O. sativa vg. indica [93-11]
2.25	RLX	O. sativa vg. indica [93-11]
1.81	RLX	O. sativa vg. indica [93-11]
2.32	RLX	O. sativa vg. indica [93-11]
2.03	RLX	O. sativa vg. indica [93-11]
1.85	RLX	O. sativa vg. indica [93-11]
2.28	RLX	O. sativa vg. indica [93-11]
2.01	RLX	O. sativa vg. indica [93-11]
1.76	RLX	O. sativa vg. indica [93-11]
2.04	RLX	O. sativa vg. indica [93-11]
2.35	RLX	O. sativa vg. indica [93-11]
2.18	RLX	O. sativa vg. indica [93-11]
2.9	RLX	O. sativa vg. indica [93-11]
4.06	RLX	O. sativa vg. indica [93-11]
2.41	RLX	O. sativa vg. indica [93-11]
3.46	RLX	O. sativa vg. indica [93-11]
3	RLX	O. sativa vg. indica [93-11]
1.04	RLX	O. sativa vg. indica [93-11]
0	RLX	O. sativa vg. indica [93-11]
1.84	RLX	O. sativa vg. indica [93-11]
1.97	RLX	O. sativa vg. indica [93-11]
1.35	RLX	O. sativa vg. indica [93-11]
0	RLX	O. sativa vg. indica [93-11]
0	RLX	O. sativa vg. indica [93-11]
0.65	RLX	O. sativa vg. indica [93-11]
0.04	RLX	O. sativa vg. indica [93-11]
2.93	RLX	O. sativa vg. indica [93-11]
0.5	RLX	O. sativa vg. indica [93-11]
1.43	RLX	O. sativa vg. indica [93-11]
2.33	RLX	O. sativa vg. indica [93-11]
2.47	RLX	O. sativa vg. indica [93-11]
2.23	RLX	O. sativa vg. indica [93-11]
3.68	RLX	O. sativa vg. indica [93-11]
1.88	RLX	O. sativa vg. indica [93-11]
1.47	RLX	O. sativa vg. indica [93-11]
1.27	RLX	O. sativa vg. indica [93-11]
1.71	RLX	O. sativa vg. indica [93-11]
2.75	RLX	O. sativa vg. indica [93-11]
0.98	RLX	O. sativa vg. indica [93-11]
1.2	RLX	O. sativa vg. indica [93-11]
1.08	RLX	O. sativa vg. indica [93-11]
2.28	RLX	O. sativa vg. indica [93-11]
1.6	RLX	O. sativa vg. indica [93-11]
1.8	RLX	O. sativa vg. indica [93-11]
0.78	RLX	O. sativa vg. indica [93-11]
1.46	RLX	O. sativa vg. indica [93-11]
1.88	RLX	O. sativa vg. indica [93-11]
1.29	RLX	O. sativa vg. indica [93-11]
0.89	RLX	O. sativa vg. indica [93-11]
1.57	RLX	O. sativa vg. indica [93-11]
2.21	RLX	O. sativa vg. indica [93-11]
2.16	RLX	O. sativa vg. indica [93-11]
1.6	RLX	O. sativa vg. indica [93-11]
1.33	RLX	O. sativa vg. indica [93-11]
1.15	RLX	O. sativa vg. indica [93-11]
2.3	RLX	O. sativa vg. indica [93-11]
1.7	RLX	O. sativa vg. indica [93-11]
2.07	RLX	O. sativa vg. indica [93-11]
1.64	RLX	O. sativa vg. indica [93-11]
2.08	RLX	O. sativa vg. indica [93-11]
1.83	RLX	O. sativa vg. indica [93-11]
2.54	RLX	O. sativa vg. indica [93-11]
1.6	RLX	O. sativa vg. indica [93-11]
0.79	RLX	O. sativa vg. indica [93-11]
1.31	RLX	O. sativa vg. indica [93-11]
1.4	RLX	O. sativa vg. indica [93-11]
1.61	RLX	O. sativa vg. indica [93-11]
1.18	RLX	O. sativa vg. indica [93-11]
1.31	RLX	O. sativa vg. indica [93-11]
2.02	RLX	O. sativa vg. indica [93-11]
1.73	RLX	O. sativa vg. indica [93-11]
1.33	RLX	O. sativa vg. indica [93-11]
2.81	RLX	O. sativa vg. indica [93-11]
0.96	RLX	O. sativa vg. indica [93-11]
2.35	RLX	O. sativa vg. indica [93-11]
1.41	RLX	O. sativa vg. indica [93-11]
2.16	RLX	O. sativa vg. indica [93-11]
1.06	RLX	O. sativa vg. indica [93-11]
1.28	RLX	O. sativa vg. indica [93-11]
1.29	RLX	O. sativa vg. indica [93-11]
1.36	RLX	O. sativa vg. indica [93-11]
0.98	RLX	O. sativa vg. indica [93-11]
0.34	RLX	O. sativa vg. indica [93-11]
1.59	RLX	O. sativa vg. indica [93-11]
1.11	RLX	O. sativa vg. indica [93-11]
1.24	RLX	O. sativa vg. indica [93-11]
1.36	RLX	O. sativa vg. indica [93-11]
1.51	RLX	O. sativa vg. indica [93-11]
0.99	RLX	O. sativa vg. indica [93-11]
2.2	RLX	O. sativa vg. indica [93-11]
2.17	RLX	O. sativa vg. indica [93-11]
1.29	RLX	O. sativa vg. indica [93-11]
1.76	RLX	O. sativa vg. indica [93-11]
1.83	RLX	O. sativa vg. indica [93-11]
1.22	RLX	O. sativa vg. indica [93-11]
0.77	RLX	O. sativa vg. indica [93-11]
0.91	RLX	O. sativa vg. indica [93-11]
1.9	RLX	O. sativa vg. indica [93-11]
1.59	RLX	O. sativa vg. indica [93-11]
2.07	RLX	O. sativa vg. indica [93-11]
1.39	RLX	O. sativa vg. indica [93-11]
1.37	RLX	O. sativa vg. indica [93-11]
1.96	RLX	O. sativa vg. indica [93-11]
2.4	RLX	O. sativa vg. indica [93-11]
1.06	RLX	O. sativa vg. indica [93-11]
1.54	RLX	O. sativa vg. indica [93-11]
1.16	RLX	O. sativa vg. indica [93-11]
0.8	RLX	O. sativa vg. indica [93-11]
1.24	RLX	O. sativa vg. indica [93-11]
0.86	RLX	O. sativa vg. indica [93-11]
2.45	RLX	O. sativa vg. indica [93-11]
1.85	RLX	O. sativa vg. indica [93-11]
1.67	RLX	O. sativa vg. indica [93-11]
1.95	RLX	O. sativa vg. indica [93-11]
1.99	RLX	O. sativa vg. indica [93-11]
1.47	RLX	O. sativa vg. indica [93-11]
0.92	RLX	O. sativa vg. indica [93-11]
1.78	RLX	O. sativa vg. indica [93-11]
1.09	RLX	O. sativa vg. indica [93-11]
2.34	RLX	O. sativa vg. indica [93-11]
0	RLX	O. sativa vg. indica [93-11]
1.3	RLX	O. sativa vg. indica [93-11]
1.63	RLX	O. sativa vg. indica [93-11]
1.59	RLX	O. sativa vg. indica [93-11]
2.15	RLX	O. sativa vg. indica [93-11]
1.69	RLX	O. sativa vg. indica [93-11]
0	RLX	O. sativa vg. indica [93-11]
0.38	RLX	O. sativa vg. indica [93-11]
1.8	RLX	O. sativa vg. indica [93-11]
1.2	RLX	O. sativa vg. indica [93-11]
2.09	RLX	O. sativa vg. indica [93-11]
1.38	RLX	O. sativa vg. indica [93-11]
0.15	RLX	O. sativa vg. indica [93-11]
0.14	RLX	O. sativa vg. indica [93-11]
1.39	RLX	O. sativa vg. indica [93-11]
0	RLX	O. sativa vg. indica [93-11]
1	RLX	O. sativa vg. indica [93-11]
2.22	RLX	O. sativa vg. indica [93-11]
2.87	RLX	O. sativa vg. indica [93-11]
1.96	RLX	O. sativa vg. indica [93-11]
0.17	RLX	O. sativa vg. indica [93-11]
0.09	RLX	O. sativa vg. indica [93-11]
1.91	RLX	O. sativa vg. indica [93-11]
2.02	RLX	O. sativa vg. indica [93-11]
1.5	RLX	O. sativa vg. indica [93-11]
2.26	RLX	O. sativa vg. indica [93-11]
3.21	RLX	O. sativa vg. indica [93-11]
2.07	RLX	O. sativa vg. indica [93-11]
2	RLX	O. sativa vg. indica [93-11]
0.79	RLX	O. sativa vg. indica [93-11]
0.96	RLX	O. sativa vg. indica [93-11]
4.18	RLX	O. sativa vg. indica [93-11]
1.98	RLX	O. sativa vg. indica [93-11]
0.96	RLX	O. sativa vg. indica [93-11]
2.69	RLX	O. sativa vg. indica [93-11]
1.99	RLX	O. sativa vg. indica [93-11]
2.05	RLX	O. sativa vg. indica [93-11]
2.07	RLX	O. sativa vg. indica [93-11]
2.57	RLX	O. sativa vg. indica [93-11]
0.26	RLX	O. sativa vg. indica [93-11]
3.57	RLX	O. sativa vg. indica [93-11]
1.76	RLX	O. sativa vg. indica [93-11]
3.15	RLX	O. sativa vg. indica [93-11]
0.93	RLX	O. sativa vg. indica [93-11]
1.36	RLX	O. sativa vg. indica [93-11]
0	RLX	O. sativa vg. indica [93-11]
1.84	RLX	O. sativa vg. indica [93-11]
0	RLX	O. sativa vg. indica [93-11]
1.19	RLX	O. sativa vg. indica [93-11]
2.84	RLX	O. sativa vg. indica [93-11]
2.51	RLX	O. sativa vg. indica [93-11]
3.29	RLX	O. sativa vg. indica [93-11]
0.61	RLX	O. sativa vg. indica [93-11]
0.43	RLX	O. sativa vg. indica [93-11]
1.97	RLX	O. sativa vg. indica [93-11]
3.21	RLX	O. sativa vg. indica [93-11]
1.38	RLX	O. sativa vg. indica [93-11]
1.78	RLX	O. sativa vg. indica [93-11]
3.3	RLX	O. sativa vg. indica [93-11]
0.09	RLX	O. sativa vg. indica [93-11]
3.31	RLX	O. sativa vg. indica [93-11]
3.3	RLX	O. sativa vg. indica [93-11]
3.73	RLX	O. sativa vg. indica [93-11]
2.08	RLX	O. sativa vg. indica [93-11]
3.74	RLX	O. sativa vg. indica [93-11]
3.64	RLX	O. sativa vg. indica [93-11]
1.95	RLX	O. sativa vg. indica [93-11]
2.71	RLX	O. sativa vg. indica [93-11]
1.4	RLX	O. sativa vg. indica [93-11]
0.18	RLX	O. sativa vg. indica [93-11]
4.41	RLX	O. sativa vg. indica [93-11]
0	RLX	O. sativa vg. indica [93-11]
2.2	RLX	O. sativa vg. indica [93-11]
1.78	RLX	O. sativa vg. indica [93-11]
0.96	RLX	O. sativa vg. japonica
0.77	RLX	O. sativa vg. japonica
0.08	RLX	O. sativa vg. japonica
0.52	RLX	O. sativa vg. japonica
0.43	RLX	O. sativa vg. japonica
0.72	RLX	O. sativa vg. japonica
0.1	RLX	O. sativa vg. japonica
0.74	RLX	O. sativa vg. japonica
0.93	RLX	O. sativa vg. japonica
0.92	RLX	O. sativa vg. japonica
1.34	RLX	O. sativa vg. japonica
0.98	RLX	O. sativa vg. japonica
2.31	RLX	O. sativa vg. japonica
1.99	RLX	O. sativa vg. japonica
2.39	RLX	O. sativa vg. japonica
1.38	RLX	O. sativa vg. japonica
1.66	RLX	O. sativa vg. japonica
1.21	RLX	O. sativa vg. japonica
0.62	RLX	O. sativa vg. japonica
0	RLX	O. sativa vg. japonica
0.68	RLX	O. sativa vg. japonica
0.27	RLX	O. sativa vg. japonica
0.04	RLX	O. sativa vg. japonica
0.05	RLX	O. sativa vg. japonica
0.06	RLX	O. sativa vg. japonica
0.38	RLX	O. sativa vg. japonica
0.68	RLX	O. sativa vg. japonica
0.21	RLX	O. sativa vg. japonica
0.11	RLX	O. sativa vg. japonica
0.03	RLX	O. sativa vg. japonica
0.35	RLX	O. sativa vg. japonica
0.68	RLX	O. sativa vg. japonica
0.34	RLX	O. sativa vg. japonica
0.03	RLX	O. sativa vg. japonica
0.18	RLX	O. sativa vg. japonica
0.08	RLX	O. sativa vg. japonica
0.99	RLX	O. sativa vg. japonica
0.19	RLX	O. sativa vg. japonica
0.06	RLX	O. sativa vg. japonica
0.62	RLX	O. sativa vg. japonica
0.06	RLX	O. sativa vg. japonica
0.02	RLX	O. sativa vg. japonica
0.02	RLX	O. sativa vg. japonica
0.06	RLX	O. sativa vg. japonica
0.26	RLX	O. sativa vg. japonica
0.09	RLX	O. sativa vg. japonica
0.06	RLX	O. sativa vg. japonica
1.3	RLX	O. sativa vg. japonica
1.07	RLX	O. sativa vg. japonica
0.27	RLX	O. sativa vg. japonica
0.03	RLX	O. sativa vg. japonica
0	RLX	O. sativa vg. japonica
0.11	RLX	O. sativa vg. japonica
0.13	RLX	O. sativa vg. japonica
0.05	RLX	O. sativa vg. japonica
0.88	RLX	O. sativa vg. japonica
0.18	RLX	O. sativa vg. japonica
0.16	RLX	O. sativa vg. japonica
0.37	RLX	O. sativa vg. japonica
1.26	RLX	O. sativa vg. japonica
0	RLX	O. sativa vg. japonica
0.19	RLX	O. sativa vg. japonica
0.04	RLX	O. sativa vg. japonica
0.3	RLX	O. sativa vg. japonica
0.82	RLX	O. sativa vg. japonica
0.11	RLX	O. sativa vg. japonica
0.28	RLX	O. sativa vg. japonica
0.21	RLX	O. sativa vg. japonica
0.12	RLX	O. sativa vg. japonica
1.48	RLX	O. sativa vg. japonica
0.17	RLX	O. sativa vg. japonica
2.04	RLX	O. sativa vg. japonica
1.57	RLX	O. sativa vg. japonica
2.95	RLX	O. sativa vg. japonica
1.68	RLX	O. sativa vg. japonica
1.28	RLX	O. sativa vg. japonica
1.32	RLX	O. sativa vg. japonica
1.56	RLX	O. sativa vg. japonica
0.97	RLX	O. sativa vg. japonica
0.83	RLX	O. sativa vg. japonica
0.63	RLX	O. sativa vg. japonica
1.79	RLX	O. sativa vg. japonica
1.31	RLX	O. sativa vg. japonica
1.55	RLX	O. sativa vg. japonica
1.19	RLX	O. sativa vg. japonica
2.11	RLX	O. sativa vg. japonica
1.16	RLX	O. sativa vg. japonica
1.65	RLX	O. sativa vg. japonica
1.97	RLX	O. sativa vg. japonica
1.07	RLX	O. sativa vg. japonica
0.44	RLX	O. sativa vg. japonica
1.75	RLX	O. sativa vg. japonica
1.73	RLX	O. sativa vg. japonica
4.4	RLX	O. sativa vg. japonica
0	RLX	O. sativa vg. japonica
2.17	RLX	O. sativa vg. japonica
1.81	RLX	O. sativa vg. japonica
0.92	RLX	O. sativa vg. japonica
0.45	RLX	O. sativa vg. japonica
2.06	RLX	O. sativa vg. japonica
2.12	RLX	O. sativa vg. japonica
0.13	RLX	O. sativa vg. japonica
0.34	RLX	O. sativa vg. japonica
3.18	RLX	O. sativa vg. japonica
1.2	RLX	O. sativa vg. japonica
1.16	RLX	O. sativa vg. japonica
1.76	RLX	O. sativa vg. japonica
0.28	RLX	O. sativa vg. japonica
0.54	RLX	O. sativa vg. japonica
0.49	RLX	O. sativa vg. japonica
0.42	RLX	O. sativa vg. japonica
1.22	RLX	O. sativa vg. japonica
1.22	RLX	O. sativa vg. japonica
1.22	RLX	O. sativa vg. japonica
0	RLX	O. sativa vg. japonica
1.27	RLX	O. sativa vg. japonica
1.27	RLX	O. sativa vg. japonica
0.58	RLX	O. sativa vg. japonica
2.45	RLX	O. sativa vg. japonica
0.27	RLX	O. sativa vg. japonica
0.87	RLX	O. sativa vg. japonica
0	RLX	O. sativa vg. japonica
0.13	RLX	O. sativa vg. japonica
0	RLX	O. sativa vg. japonica
0.75	RLX	O. sativa vg. japonica
0.88	RLX	O. sativa vg. japonica
0.65	RLX	O. sativa vg. japonica
0.32	RLX	O. sativa vg. japonica
0.32	RLX	O. sativa vg. japonica
1.08	RLX	O. sativa vg. japonica
2.41	RLX	O. sativa vg. japonica
1.53	RLX	O. sativa vg. japonica
1.83	RLX	O. sativa vg. japonica
1.29	RLX	O. sativa vg. japonica
1.61	RLX	O. sativa vg. japonica
1.19	RLX	O. sativa vg. japonica
1.39	RLX	O. sativa vg. japonica
2.3	RLX	O. sativa vg. japonica
0.82	RLX	O. sativa vg. japonica
1.3	RLX	O. sativa vg. japonica
1.14	RLX	O. sativa vg. japonica
2.28	RLX	O. sativa vg. japonica
1.08	RLX	O. sativa vg. japonica
2.21	RLX	O. sativa vg. japonica
2.19	RLX	O. sativa vg. japonica
1.84	RLX	O. sativa vg. japonica
0.78	RLX	O. sativa vg. japonica
0.61	RLX	O. sativa vg. japonica
1.18	RLX	O. sativa vg. japonica
2.03	RLX	O. sativa vg. japonica
0.67	RLX	O. sativa vg. japonica
1.73	RLX	O. sativa vg. japonica
2.22	RLX	O. sativa vg. japonica
1.78	RLX	O. sativa vg. japonica
1.39	RLX	O. sativa vg. japonica
0.92	RLX	O. sativa vg. japonica
1.93	RLX	O. sativa vg. japonica
1.36	RLX	O. sativa vg. japonica
2.19	RLX	O. sativa vg. japonica
1.37	RLX	O. sativa vg. japonica
0.9	RLX	O. sativa vg. japonica
2.58	RLX	O. sativa vg. japonica
1.97	RLX	O. sativa vg. japonica
2.44	RLX	O. sativa vg. japonica
1.27	RLX	O. sativa vg. japonica
2.4	RLX	O. sativa vg. japonica
2.08	RLX	O. sativa vg. japonica
3.1	RLX	O. sativa vg. japonica
2.08	RLX	O. sativa vg. japonica
2.62	RLX	O. sativa vg. japonica
2.03	RLX	O. sativa vg. japonica
2.08	RLX	O. sativa vg. japonica
2.29	RLX	O. sativa vg. japonica
3.37	RLX	O. sativa vg. japonica
1.94	RLX	O. sativa vg. japonica
1.99	RLX	O. sativa vg. japonica
2.07	RLX	O. sativa vg. japonica
1.7	RLX	O. sativa vg. japonica
1.89	RLX	O. sativa vg. japonica
2.12	RLX	O. sativa vg. japonica
1.79	RLX	O. sativa vg. japonica
1.79	RLX	O. sativa vg. japonica
1.88	RLX	O. sativa vg. japonica
4.03	RLX	O. sativa vg. japonica
1.93	RLX	O. sativa vg. japonica
0.39	RLX	O. sativa vg. japonica
1.03	RLX	O. sativa vg. japonica
2.19	RLX	O. sativa vg. japonica
0.65	RLX	O. sativa vg. japonica
3.39	RLX	O. sativa vg. japonica
2.84	RLX	O. sativa vg. japonica
3.22	RLX	O. sativa vg. japonica
3.35	RLX	O. sativa vg. japonica
3.55	RLX	O. sativa vg. japonica
3.08	RLX	O. sativa vg. japonica
3.2	RLX	O. sativa vg. japonica
2.52	RLX	O. sativa vg. japonica
3.05	RLX	O. sativa vg. japonica
0.14	RLX	O. sativa vg. japonica
2.62	RLX	O. sativa vg. japonica
3.39	RLX	O. sativa vg. japonica
0.66	RLX	O. sativa vg. japonica
0.99	RLX	O. sativa vg. japonica
2.79	RLX	O. sativa vg. japonica
2.19	RLX	O. sativa vg. japonica
1.86	RLX	O. sativa vg. japonica
2.21	RLX	O. sativa vg. japonica
2.88	RLX	O. sativa vg. japonica
1.53	RLX	O. sativa vg. japonica
1.27	RLX	O. sativa vg. japonica
1.02	RLX	O. sativa vg. japonica
1.93	RLX	O. sativa vg. japonica
2.23	RLX	O. sativa vg. japonica
2.26	RLX	O. sativa vg. japonica
1.05	RLX	O. sativa vg. japonica
1.03	RLX	O. sativa vg. japonica
2.08	RLX	O. sativa vg. japonica
1.93	RLX	O. sativa vg. japonica
1.59	RLX	O. sativa vg. japonica
1.41	RLX	O. sativa vg. japonica
1.86	RLX	O. sativa vg. japonica
1.83	RLX	O. sativa vg. japonica
1.27	RLX	O. sativa vg. japonica
1.2	RLX	O. sativa vg. japonica
1.51	RLX	O. sativa vg. japonica
2.43	RLX	O. sativa vg. japonica
1.34	RLX	O. sativa vg. japonica
2.08	RLX	O. sativa vg. japonica
2.19	RLX	O. sativa vg. japonica
1.17	RLX	O. sativa vg. japonica
1.24	RLX	O. sativa vg. japonica
1.24	RLX	O. sativa vg. japonica
0.59	RLX	O. sativa vg. japonica
1.49	RLX	O. sativa vg. japonica
1.87	RLX	O. sativa vg. japonica
2.53	RLX	O. sativa vg. japonica
1.8	RLX	O. sativa vg. japonica
1.05	RLX	O. sativa vg. japonica
1.2	RLX	O. sativa vg. japonica
1.95	RLX	O. sativa vg. japonica
1.23	RLX	O. sativa vg. japonica
1.56	RLX	O. sativa vg. japonica
1.26	RLX	O. sativa vg. japonica
1.42	RLX	O. sativa vg. japonica
1.63	RLX	O. sativa vg. japonica
1.65	RLX	O. sativa vg. japonica
2.95	RLX	O. sativa vg. japonica
1.36	RLX	O. sativa vg. japonica
1.12	RLX	O. sativa vg. japonica
1.63	RLX	O. sativa vg. japonica
1.12	RLX	O. sativa vg. japonica
1.48	RLX	O. sativa vg. japonica
1.97	RLX	O. sativa vg. japonica
1.43	RLX	O. sativa vg. japonica
1.91	RLX	O. sativa vg. japonica
1.87	RLX	O. sativa vg. japonica
0.91	RLX	O. sativa vg. japonica
1.01	RLX	O. sativa vg. japonica
2.15	RLX	O. sativa vg. japonica
1.21	RLX	O. sativa vg. japonica
0.98	RLX	O. sativa vg. japonica
2.02	RLX	O. sativa vg. japonica
2.06	RLX	O. sativa vg. japonica
2.28	RLX	O. sativa vg. japonica
1.87	RLX	O. sativa vg. japonica
1.76	RLX	O. sativa vg. japonica
2.08	RLX	O. sativa vg. japonica
1.83	RLX	O. sativa vg. japonica
1.44	RLX	O. sativa vg. japonica
0.67	RLX	O. sativa vg. japonica
1.56	RLX	O. sativa vg. japonica
1.31	RLX	O. sativa vg. japonica
0.83	RLX	O. sativa vg. japonica
1.4	RLX	O. sativa vg. japonica
2.47	RLX	O. sativa vg. japonica
2.02	RLX	O. sativa vg. japonica
1.87	RLX	O. sativa vg. japonica
0.86	RLX	O. sativa vg. japonica
1.96	RLX	O. sativa vg. japonica
1.83	RLX	O. sativa vg. japonica
2.06	RLX	O. sativa vg. japonica
1.21	RLX	O. sativa vg. japonica
2.63	RLX	O. sativa vg. japonica
2	RLX	O. sativa vg. japonica
2.58	RLX	O. sativa vg. japonica
1.27	RLX	O. sativa vg. japonica
1.02	RLX	O. sativa vg. japonica
1.78	RLX	O. sativa vg. japonica
0.46	RLX	O. sativa vg. japonica
1.28	RLX	O. sativa vg. japonica
1.28	RLX	O. sativa vg. japonica
1.2	RLX	O. sativa vg. japonica
1.2	RLX	O. sativa vg. japonica
1.2	RLX	O. sativa vg. japonica
1.8	RLX	O. sativa vg. japonica
2.01	RLX	O. sativa vg. japonica
0.98	RLX	O. sativa vg. japonica
1.21	RLX	O. sativa vg. japonica
1.65	RLX	O. sativa vg. japonica
1.09	RLX	O. sativa vg. japonica
1.89	RLX	O. sativa vg. japonica
2.1	RLX	O. sativa vg. japonica
1.19	RLX	O. sativa vg. japonica
1.52	RLX	O. sativa vg. japonica
1.16	RLX	O. sativa vg. japonica
1.13	RLX	O. sativa vg. japonica
1.05	RLX	O. sativa vg. japonica
1.32	RLX	O. sativa vg. japonica
1.83	RLX	O. sativa vg. japonica
0.9	RLX	O. sativa vg. japonica
1.54	RLX	O. sativa vg. japonica
1.51	RLX	O. sativa vg. japonica
2.11	RLX	O. sativa vg. japonica
1.99	RLX	O. sativa vg. japonica
1.85	RLX	O. sativa vg. japonica
1.47	RLX	O. sativa vg. japonica
0.91	RLX	O. sativa vg. japonica
1.04	RLX	O. sativa vg. japonica
1.92	RLX	O. sativa vg. japonica
0.76	RLX	O. sativa vg. japonica
2.02	RLX	O. sativa vg. japonica
2.91	RLX	O. sativa vg. japonica
1.59	RLX	O. sativa vg. japonica
1.79	RLX	O. sativa vg. japonica
1.57	RLX	O. sativa vg. japonica
0.68	RLX	O. sativa vg. japonica
2.02	RLX	O. sativa vg. japonica
2.2	RLX	O. sativa vg. japonica
1.73	RLX	O. sativa vg. japonica
1.78	RLX	O. sativa vg. japonica
1.54	RLX	O. sativa vg. japonica
2.49	RLX	O. sativa vg. japonica
0.67	RLX	O. sativa vg. japonica
2.29	RLX	O. sativa vg. japonica
1.46	RLX	O. sativa vg. japonica
2.22	RLX	O. sativa vg. japonica
1.62	RLX	O. sativa vg. japonica
0.3	RLX	O. sativa vg. japonica
1.15	RLX	O. sativa vg. japonica
1.96	RLX	O. sativa vg. japonica
1.63	RLX	O. sativa vg. japonica
1.81	RLX	O. sativa vg. japonica
2.96	RLX	O. sativa vg. japonica
3.72	RLX	O. sativa vg. japonica
0	RLX	O. sativa vg. japonica
3.08	RLX	O. sativa vg. japonica
0.09	RLX	O. sativa vg. japonica
2.29	RLX	O. sativa vg. japonica
0	RLX	O. sativa vg. japonica
0.26	RLX	O. sativa vg. japonica
0.59	RLX	O. sativa vg. japonica
0.09	RLX	O. sativa vg. japonica
0	RLX	O. sativa vg. japonica
0	RLX	O. sativa vg. japonica
1.81	RLX	O. sativa vg. japonica
2.75	RLX	O. sativa vg. japonica
1.21	RLX	O. sativa vg. japonica
3.22	RLX	O. sativa vg. japonica
3.77	RLX	O. sativa vg. japonica
3.55	RLX	O. sativa vg. japonica
2.54	RLX	O. sativa vg. japonica
0	RLX	O. sativa vg. japonica
3.32	RLX	O. sativa vg. japonica
4.36	RLX	O. sativa vg. japonica
3.83	RLX	O. sativa vg. japonica
2.62	RLX	O. sativa vg. japonica
1.57	RLX	O. sativa vg. japonica
2.7	RLX	O. sativa vg. japonica
3.6	RLX	O. sativa vg. japonica
4.48	RLX	O. sativa vg. japonica
1.17	RLX	O. sativa vg. japonica
2.96	RLX	O. sativa vg. japonica
3.77	RLX	O. sativa vg. japonica
0.18	RLX	O. sativa vg. japonica
3.54	RLX	O. sativa vg. japonica
1.23	RLX	O. sativa vg. japonica
3.71	RLX	O. sativa vg. japonica
2.41	RLX	O. sativa vg. japonica
3.15	RLX	O. sativa vg. japonica
2.12	RLX	O. sativa vg. japonica
2.99	RLX	O. sativa vg. japonica
1.71	RLX	O. sativa vg. japonica
2.79	RLX	O. sativa vg. japonica
3.54	RLX	O. sativa vg. japonica
1.4	RLX	O. sativa vg. japonica
3.15	RLX	O. sativa vg. japonica
2.72	RLX	O. sativa vg. japonica
0	RLX	O. sativa vg. japonica
2.72	RLX	O. sativa vg. japonica
2.78	RLX	O. sativa vg. japonica
2.02	RLX	O. sativa vg. japonica
2.22	RLX	O. sativa vg. japonica
2.49	RLX	O. sativa vg. japonica
3.73	RLX	O. sativa vg. japonica
3.58	RLX	O. sativa vg. japonica
0.7	RLX	O. sativa vg. japonica
3.69	RLX	O. sativa vg. japonica
3.54	RLX	O. sativa vg. japonica
2.72	RLX	O. sativa vg. japonica
0.82	RLX	O. sativa vg. japonica
0.96	RLX	O. sativa vg. japonica
0.29	RLX	O. sativa vg. japonica
2.57	RLX	O. sativa vg. japonica
0.26	RLX	O. sativa vg. japonica
2.86	RLX	O. sativa vg. japonica
2.53	RLX	O. sativa vg. japonica
0.09	RLX	O. sativa vg. japonica
0.09	RLX	O. sativa vg. japonica
0.18	RLX	O. sativa vg. japonica
4.22	RLX	O. sativa vg. japonica
3.88	RLX	O. sativa vg. japonica
2.95	RLX	O. sativa vg. japonica
0	RLX	O. sativa vg. japonica
0.17	RLX	O. sativa vg. japonica
3.71	RLX	O. sativa vg. japonica
0	RLX	O. sativa vg. japonica
0.09	RLX	O. sativa vg. japonica
4.15	RLX	O. sativa vg. japonica
0.51	RLX	O. sativa vg. japonica
2.23	RLX	O. sativa vg. japonica
0	RLX	O. sativa vg. japonica
