Insertion_age	Family	Specie
1.34	RLG	O. glumaepatula
1.63	RLG	O. glumaepatula
1.03	RLG	O. glumaepatula
1.16	RLG	O. glumaepatula
1.65	RLG	O. glumaepatula
1.33	RLG	O. glumaepatula
1.73	RLG	O. glumaepatula
1.83	RLG	O. glumaepatula
1.42	RLG	O. glumaepatula
1.05	RLG	O. glumaepatula
1.81	RLG	O. glumaepatula
1.54	RLG	O. glumaepatula
0.99	RLG	O. glumaepatula
1.47	RLG	O. glumaepatula
1.42	RLG	O. glumaepatula
2.09	RLG	O. glumaepatula
2.49	RLG	O. glumaepatula
2.02	RLG	O. glumaepatula
3.51	RLG	O. glumaepatula
1.98	RLG	O. glumaepatula
1	RLG	O. glumaepatula
2.73	RLG	O. glumaepatula
1.68	RLG	O. glumaepatula
2.67	RLG	O. glumaepatula
0.61	RLG	O. glumaepatula
1.6	RLG	O. glumaepatula
2.21	RLG	O. glumaepatula
2.45	RLG	O. glumaepatula
2.46	RLG	O. glumaepatula
1.64	RLG	O. glumaepatula
2.13	RLG	O. glumaepatula
1.45	RLG	O. glumaepatula
2.34	RLG	O. glumaepatula
2.17	RLG	O. glumaepatula
1.4	RLG	O. glumaepatula
2.77	RLG	O. glumaepatula
1.11	RLG	O. glumaepatula
0.5	RLG	O. glumaepatula
1.51	RLG	O. glumaepatula
1.95	RLG	O. glumaepatula
1.94	RLG	O. glumaepatula
1.75	RLG	O. glumaepatula
2.24	RLG	O. glumaepatula
1.48	RLG	O. glumaepatula
1.28	RLG	O. glumaepatula
1.14	RLG	O. glumaepatula
0.64	RLG	O. glumaepatula
0.88	RLG	O. glumaepatula
1.02	RLG	O. glumaepatula
1.39	RLG	O. glumaepatula
0.67	RLG	O. glumaepatula
1.38	RLG	O. glumaepatula
0.81	RLG	O. glumaepatula
0.16	RLG	O. glumaepatula
1.51	RLG	O. glumaepatula
0.19	RLG	O. glumaepatula
0.81	RLG	O. glumaepatula
1.46	RLG	O. glumaepatula
1.58	RLG	O. glumaepatula
0	RLG	O. glumaepatula
1.95	RLG	O. glumaepatula
1.15	RLG	O. glumaepatula
0.97	RLG	O. glumaepatula
1.58	RLG	O. glumaepatula
1.47	RLG	O. glumaepatula
0.42	RLG	O. glumaepatula
0.66	RLG	O. glumaepatula
1.48	RLG	O. glumaepatula
1.66	RLG	O. glumaepatula
1.1	RLG	O. glumaepatula
1.25	RLG	O. glumaepatula
1.81	RLG	O. glumaepatula
2.05	RLG	O. glumaepatula
1.51	RLG	O. glumaepatula
1.65	RLG	O. glumaepatula
1.27	RLG	O. glumaepatula
1.62	RLG	O. glumaepatula
1.45	RLG	O. glumaepatula
0.95	RLG	O. glumaepatula
0.79	RLG	O. glumaepatula
1.75	RLG	O. glumaepatula
0	RLG	O. glumaepatula
2.73	RLG	O. glumaepatula
1.22	RLG	O. glumaepatula
1.16	RLG	O. glumaepatula
0.87	RLG	O. glumaepatula
0.6	RLG	O. sativa vg. indica [93-11]
2.16	RLG	O. sativa vg. indica [93-11]
0.28	RLG	O. sativa vg. indica [93-11]
0	RLG	O. sativa vg. indica [93-11]
1.62	RLG	O. sativa vg. indica [93-11]
0.04	RLG	O. sativa vg. indica [93-11]
1.95	RLG	O. sativa vg. indica [93-11]
1.45	RLG	O. sativa vg. indica [93-11]
1.83	RLG	O. sativa vg. indica [93-11]
1.85	RLG	O. sativa vg. indica [93-11]
1.54	RLG	O. sativa vg. indica [93-11]
1.41	RLG	O. sativa vg. indica [93-11]
1.63	RLG	O. sativa vg. indica [93-11]
1.24	RLG	O. sativa vg. indica [93-11]
0.24	RLG	O. sativa vg. indica [93-11]
2.06	RLG	O. sativa vg. indica [93-11]
1.19	RLG	O. sativa vg. indica [93-11]
1.14	RLG	O. sativa vg. indica [93-11]
0.72	RLG	O. sativa vg. indica [93-11]
0.83	RLG	O. sativa vg. indica [93-11]
1.1	RLG	O. sativa vg. indica [93-11]
1.49	RLG	O. sativa vg. indica [93-11]
1.17	RLG	O. sativa vg. indica [93-11]
0.32	RLG	O. sativa vg. indica [93-11]
2.39	RLG	O. sativa vg. indica [93-11]
2.27	RLG	O. sativa vg. indica [93-11]
0	RLG	O. sativa vg. indica [93-11]
1.3	RLG	O. sativa vg. indica [93-11]
1.58	RLG	O. sativa vg. indica [93-11]
1.72	RLG	O. sativa vg. indica [93-11]
1.68	RLG	O. sativa vg. indica [93-11]
1.34	RLG	O. sativa vg. indica [93-11]
1.22	RLG	O. sativa vg. indica [93-11]
1.84	RLG	O. sativa vg. indica [93-11]
1.47	RLG	O. sativa vg. indica [93-11]
0.26	RLG	O. sativa vg. indica [93-11]
0.93	RLG	O. sativa vg. indica [93-11]
0.18	RLG	O. sativa vg. indica [93-11]
1.45	RLG	O. sativa vg. indica [93-11]
1.35	RLG	O. sativa vg. indica [93-11]
0.83	RLG	O. sativa vg. indica [93-11]
0	RLG	O. sativa vg. indica [93-11]
1.66	RLG	O. sativa vg. indica [93-11]
1.65	RLG	O. sativa vg. indica [93-11]
1.14	RLG	O. sativa vg. indica [93-11]
1.35	RLG	O. sativa vg. indica [93-11]
1.43	RLG	O. sativa vg. indica [93-11]
0.56	RLG	O. sativa vg. indica [93-11]
0.99	RLG	O. sativa vg. indica [93-11]
2.34	RLG	O. sativa vg. indica [93-11]
1.2	RLG	O. sativa vg. indica [93-11]
2.65	RLG	O. sativa vg. indica [93-11]
1.72	RLG	O. sativa vg. indica [93-11]
1.22	RLG	O. sativa vg. indica [93-11]
0.46	RLG	O. sativa vg. indica [93-11]
0.61	RLG	O. sativa vg. indica [93-11]
2.4	RLG	O. sativa vg. indica [93-11]
1.61	RLG	O. sativa vg. indica [93-11]
1.06	RLG	O. sativa vg. indica [93-11]
1.15	RLG	O. sativa vg. indica [93-11]
0.84	RLG	O. sativa vg. indica [93-11]
1.39	RLG	O. sativa vg. indica [93-11]
1.19	RLG	O. sativa vg. indica [93-11]
1.27	RLG	O. sativa vg. indica [93-11]
1.32	RLG	O. sativa vg. indica [93-11]
0.45	RLG	O. sativa vg. indica [93-11]
0.31	RLG	O. sativa vg. indica [93-11]
1.57	RLG	O. sativa vg. indica [93-11]
2.18	RLG	O. sativa vg. indica [93-11]
2.14	RLG	O. sativa vg. indica [93-11]
1.49	RLG	O. sativa vg. indica [93-11]
0.76	RLG	O. sativa vg. indica [93-11]
2.57	RLG	O. sativa vg. indica [93-11]
0.32	RLG	O. sativa vg. indica [93-11]
0.6	RLG	O. sativa vg. indica [93-11]
0	RLG	O. sativa vg. indica [93-11]
1.21	RLG	O. sativa vg. indica [93-11]
1.83	RLG	O. sativa vg. indica [93-11]
0.95	RLG	O. sativa vg. indica [93-11]
2.3	RLG	O. sativa vg. indica [93-11]
0.79	RLG	O. sativa vg. indica [93-11]
0.9	RLG	O. sativa vg. indica [93-11]
1.61	RLG	O. sativa vg. indica [93-11]
1.48	RLG	O. sativa vg. indica [93-11]
1.4	RLG	O. sativa vg. indica [93-11]
1.63	RLG	O. sativa vg. indica [93-11]
2.16	RLG	O. sativa vg. indica [93-11]
1.2	RLG	O. sativa vg. indica [93-11]
1.1	RLG	O. sativa vg. indica [93-11]
0.13	RLG	O. sativa vg. indica [93-11]
0.07	RLG	O. sativa vg. indica [93-11]
2.05	RLG	O. sativa vg. indica [93-11]
1.4	RLG	O. sativa vg. indica [93-11]
1.49	RLG	O. sativa vg. indica [93-11]
1.35	RLG	O. sativa vg. indica [93-11]
0.61	RLG	O. sativa vg. indica [93-11]
0.75	RLG	O. sativa vg. indica [93-11]
1.94	RLG	O. sativa vg. indica [93-11]
2.01	RLG	O. sativa vg. indica [93-11]
1.76	RLG	O. sativa vg. indica [93-11]
0.91	RLG	O. sativa vg. indica [93-11]
1.26	RLG	O. sativa vg. indica [93-11]
1.42	RLG	O. sativa vg. indica [93-11]
2.03	RLG	O. sativa vg. indica [93-11]
1.07	RLG	O. sativa vg. indica [93-11]
1.62	RLG	O. sativa vg. indica [93-11]
1.3	RLG	O. sativa vg. indica [93-11]
2.49	RLG	O. sativa vg. indica [93-11]
1.69	RLG	O. sativa vg. indica [93-11]
0.67	RLG	O. sativa vg. indica [93-11]
0.47	RLG	O. sativa vg. indica [93-11]
2.98	RLG	O. sativa vg. indica [93-11]
0.99	RLG	O. sativa vg. indica [93-11]
0.73	RLG	O. sativa vg. indica [93-11]
0.69	RLG	O. sativa vg. indica [93-11]
1.61	RLG	O. sativa vg. indica [93-11]
2.09	RLG	O. sativa vg. indica [93-11]
1.12	RLG	O. sativa vg. indica [93-11]
0.99	RLG	O. sativa vg. indica [93-11]
0.75	RLG	O. sativa vg. indica [93-11]
1.04	RLG	O. sativa vg. indica [93-11]
0.55	RLG	O. sativa vg. indica [93-11]
1.24	RLG	O. sativa vg. indica [93-11]
0.66	RLG	O. sativa vg. indica [93-11]
1.96	RLG	O. sativa vg. indica [93-11]
0.7	RLG	O. sativa vg. indica [93-11]
0.47	RLG	O. sativa vg. indica [93-11]
1.24	RLG	O. sativa vg. indica [93-11]
0	RLG	O. sativa vg. indica [93-11]
1.79	RLG	O. sativa vg. indica [93-11]
1.45	RLG	O. sativa vg. indica [93-11]
2.01	RLG	O. sativa vg. indica [93-11]
0.07	RLG	O. sativa vg. indica [93-11]
1.22	RLG	O. sativa vg. indica [93-11]
0.15	RLG	O. sativa vg. indica [93-11]
0.85	RLG	O. sativa vg. indica [93-11]
1.46	RLG	O. sativa vg. indica [93-11]
0.89	RLG	O. sativa vg. indica [93-11]
1.02	RLG	O. sativa vg. indica [93-11]
1.33	RLG	O. sativa vg. indica [93-11]
0.13	RLG	O. sativa vg. indica [93-11]
0.33	RLG	O. sativa vg. indica [93-11]
3.51	RLG	O. sativa vg. indica [93-11]
1.22	RLG	O. sativa vg. indica [93-11]
0.75	RLG	O. sativa vg. indica [93-11]
1.42	RLG	O. sativa vg. indica [93-11]
1.64	RLG	O. sativa vg. indica [93-11]
0.45	RLG	O. sativa vg. indica [93-11]
2.14	RLG	O. sativa vg. indica [93-11]
2.66	RLG	O. sativa vg. indica [93-11]
2.96	RLG	O. sativa vg. indica [93-11]
1.04	RLG	O. sativa vg. indica [93-11]
1.19	RLG	O. sativa vg. indica [93-11]
2.67	RLG	O. sativa vg. indica [93-11]
1.85	RLG	O. sativa vg. indica [93-11]
0.96	RLG	O. sativa vg. indica [93-11]
1.95	RLG	O. sativa vg. indica [93-11]
0.81	RLG	O. sativa vg. indica [93-11]
2.1	RLG	O. sativa vg. indica [93-11]
1.81	RLG	O. sativa vg. indica [93-11]
3.1	RLG	O. sativa vg. indica [93-11]
0.47	RLG	O. sativa vg. indica [93-11]
2.31	RLG	O. sativa vg. indica [93-11]
1.7	RLG	O. sativa vg. indica [93-11]
0.51	RLG	O. sativa vg. indica [93-11]
1.73	RLG	O. sativa vg. indica [93-11]
1.44	RLG	O. sativa vg. indica [93-11]
1.2	RLG	O. sativa vg. indica [93-11]
1.75	RLG	O. sativa vg. indica [93-11]
2.29	RLG	O. sativa vg. indica [93-11]
0.76	RLG	O. sativa vg. indica [93-11]
1	RLG	O. sativa vg. indica [93-11]
2.25	RLG	O. sativa vg. indica [93-11]
2.42	RLG	O. sativa vg. indica [93-11]
1.39	RLG	O. sativa vg. indica [93-11]
2.07	RLG	O. sativa vg. indica [93-11]
1.18	RLG	O. sativa vg. indica [93-11]
1.59	RLG	O. sativa vg. indica [93-11]
1.73	RLG	O. sativa vg. indica [93-11]
2.61	RLG	O. sativa vg. indica [93-11]
1.81	RLG	O. sativa vg. indica [93-11]
0.61	RLG	O. sativa vg. indica [93-11]
1.5	RLG	O. sativa vg. indica [93-11]
2.36	RLG	O. sativa vg. indica [93-11]
1.84	RLG	O. sativa vg. indica [93-11]
0.97	RLG	O. sativa vg. indica [93-11]
2.04	RLG	O. sativa vg. indica [93-11]
1.58	RLG	O. sativa vg. indica [93-11]
1.81	RLG	O. sativa vg. indica [93-11]
1.05	RLG	O. sativa vg. indica [93-11]
1.19	RLG	O. sativa vg. indica [93-11]
1.61	RLG	O. sativa vg. indica [93-11]
1.25	RLG	O. sativa vg. indica [93-11]
0.75	RLG	O. sativa vg. indica [93-11]
1.51	RLG	O. sativa vg. indica [93-11]
1.37	RLG	O. sativa vg. indica [93-11]
0	RLG	O. sativa vg. indica [93-11]
1.51	RLG	O. sativa vg. indica [93-11]
0.84	RLG	O. sativa vg. indica [93-11]
0.75	RLG	O. sativa vg. indica [93-11]
0.6	RLG	O. sativa vg. indica [93-11]
0.79	RLG	O. sativa vg. indica [93-11]
0.65	RLG	O. sativa vg. indica [93-11]
1.27	RLG	O. sativa vg. indica [93-11]
0.72	RLG	O. sativa vg. indica [93-11]
0.69	RLG	O. sativa vg. indica [93-11]
1.58	RLG	O. sativa vg. indica [93-11]
1.21	RLG	O. sativa vg. indica [93-11]
2.05	RLG	O. sativa vg. indica [93-11]
1.39	RLG	O. sativa vg. indica [93-11]
3.36	RLG	O. sativa vg. indica [93-11]
2.24	RLG	O. sativa vg. indica [93-11]
2.42	RLG	O. sativa vg. indica [93-11]
2.18	RLG	O. sativa vg. indica [93-11]
1.36	RLG	O. sativa vg. indica [93-11]
2.42	RLG	O. sativa vg. indica [93-11]
2.24	RLG	O. sativa vg. indica [93-11]
2.27	RLG	O. sativa vg. indica [93-11]
2.43	RLG	O. sativa vg. indica [93-11]
2.26	RLG	O. sativa vg. indica [93-11]
1.96	RLG	O. sativa vg. indica [93-11]
1.76	RLG	O. sativa vg. indica [93-11]
2.03	RLG	O. sativa vg. indica [93-11]
2.8	RLG	O. sativa vg. indica [93-11]
1.78	RLG	O. sativa vg. indica [93-11]
0.94	RLG	O. sativa vg. indica [93-11]
2.08	RLG	O. sativa vg. indica [93-11]
2.79	RLG	O. sativa vg. indica [93-11]
2.8	RLG	O. sativa vg. indica [93-11]
0.96	RLG	O. sativa vg. indica [93-11]
1.67	RLG	O. sativa vg. indica [93-11]
0.27	RLG	O. sativa vg. indica [93-11]
0.26	RLG	O. sativa vg. indica [93-11]
0.6	RLG	O. sativa vg. indica [93-11]
0.83	RLG	O. sativa vg. indica [93-11]
1.24	RLG	O. sativa vg. indica [93-11]
1.07	RLG	O. sativa vg. indica [93-11]
0.72	RLG	O. sativa vg. indica [93-11]
0.61	RLG	O. sativa vg. indica [93-11]
1.64	RLG	O. sativa vg. indica [93-11]
1.38	RLG	O. sativa vg. indica [93-11]
1.16	RLG	O. sativa vg. indica [93-11]
1.01	RLG	O. sativa vg. indica [93-11]
0.38	RLG	O. sativa vg. indica [93-11]
1.41	RLG	O. sativa vg. indica [93-11]
0.82	RLG	O. sativa vg. indica [93-11]
1.17	RLG	O. sativa vg. indica [93-11]
1.36	RLG	O. sativa vg. indica [93-11]
1.23	RLG	O. sativa vg. indica [93-11]
1.59	RLG	O. sativa vg. indica [93-11]
1.04	RLG	O. sativa vg. indica [93-11]
1.34	RLG	O. sativa vg. indica [93-11]
2.4	RLG	O. sativa vg. indica [93-11]
2	RLG	O. sativa vg. indica [93-11]
0.37	RLG	O. sativa vg. indica [93-11]
2.36	RLG	O. sativa vg. indica [93-11]
1.18	RLG	O. sativa vg. indica [93-11]
0.89	RLG	O. sativa vg. indica [93-11]
0.84	RLG	O. sativa vg. indica [93-11]
2.47	RLG	O. sativa vg. indica [93-11]
1.17	RLG	O. sativa vg. indica [93-11]
1.3	RLG	O. sativa vg. indica [93-11]
1.16	RLG	O. sativa vg. indica [93-11]
1.86	RLG	O. sativa vg. indica [93-11]
1.09	RLG	O. sativa vg. indica [93-11]
1.38	RLG	O. sativa vg. indica [93-11]
1.41	RLG	O. sativa vg. indica [93-11]
0.63	RLG	O. sativa vg. indica [93-11]
1.76	RLG	O. sativa vg. indica [93-11]
0.97	RLG	O. sativa vg. indica [93-11]
0.83	RLG	O. sativa vg. indica [93-11]
1.47	RLG	O. sativa vg. indica [93-11]
1.45	RLG	O. sativa vg. indica [93-11]
1.4	RLG	O. sativa vg. indica [93-11]
1.43	RLG	O. sativa vg. indica [93-11]
1.09	RLG	O. sativa vg. indica [93-11]
1.63	RLG	O. sativa vg. indica [93-11]
0.91	RLG	O. sativa vg. indica [93-11]
0.55	RLG	O. sativa vg. indica [93-11]
1.53	RLG	O. sativa vg. indica [93-11]
1.53	RLG	O. sativa vg. indica [93-11]
1.52	RLG	O. sativa vg. indica [93-11]
0.96	RLG	O. sativa vg. indica [93-11]
1.88	RLG	O. sativa vg. indica [93-11]
1.78	RLG	O. sativa vg. indica [93-11]
1.59	RLG	O. sativa vg. indica [93-11]
0.55	RLG	O. sativa vg. indica [93-11]
1.44	RLG	O. sativa vg. indica [93-11]
2.19	RLG	O. sativa vg. indica [93-11]
1.42	RLG	O. sativa vg. indica [93-11]
1.9	RLG	O. sativa vg. indica [93-11]
1.31	RLG	O. sativa vg. indica [93-11]
1.11	RLG	O. sativa vg. indica [93-11]
1.08	RLG	O. sativa vg. indica [93-11]
0.49	RLG	O. sativa vg. indica [93-11]
2.34	RLG	O. sativa vg. indica [93-11]
2.02	RLG	O. sativa vg. indica [93-11]
1.54	RLG	O. sativa vg. indica [93-11]
1.02	RLG	O. sativa vg. indica [93-11]
1.47	RLG	O. sativa vg. indica [93-11]
2.58	RLG	O. sativa vg. indica [93-11]
1.7	RLG	O. sativa vg. indica [93-11]
1.22	RLG	O. sativa vg. indica [93-11]
0.82	RLG	O. sativa vg. indica [93-11]
1.11	RLG	O. sativa vg. indica [93-11]
1.57	RLG	O. sativa vg. indica [93-11]
2.12	RLG	O. sativa vg. indica [93-11]
0.15	RLG	O. sativa vg. indica [93-11]
2.81	RLG	O. sativa vg. indica [93-11]
1.87	RLG	O. sativa vg. indica [93-11]
0	RLG	O. sativa vg. indica [93-11]
3.1	RLG	O. sativa vg. indica [93-11]
2.85	RLG	O. sativa vg. indica [93-11]
1.68	RLG	O. sativa vg. indica [93-11]
1.73	RLG	O. sativa vg. indica [93-11]
1.7	RLG	O. sativa vg. indica [93-11]
0.82	RLG	O. sativa vg. indica [93-11]
1.2	RLG	O. sativa vg. indica [93-11]
0	RLG	O. sativa vg. indica [93-11]
1.21	RLG	O. sativa vg. indica [93-11]
1.03	RLG	O. sativa vg. indica [93-11]
0.75	RLG	O. sativa vg. indica [93-11]
0.9	RLG	O. sativa vg. indica [93-11]
1.6	RLG	O. sativa vg. indica [93-11]
1.57	RLG	O. sativa vg. indica [93-11]
0.94	RLG	O. sativa vg. indica [93-11]
1.62	RLG	O. sativa vg. indica [93-11]
0.76	RLG	O. sativa vg. indica [93-11]
1.23	RLG	O. sativa vg. indica [93-11]
1.64	RLG	O. sativa vg. indica [93-11]
1.07	RLG	O. sativa vg. indica [93-11]
1.56	RLG	O. sativa vg. indica [93-11]
1.78	RLG	O. sativa vg. indica [93-11]
2.14	RLG	O. sativa vg. indica [93-11]
1.34	RLG	O. sativa vg. indica [93-11]
0.18	RLG	O. sativa vg. indica [93-11]
1.12	RLG	O. sativa vg. indica [93-11]
1.67	RLG	O. sativa vg. indica [93-11]
2.75	RLG	O. sativa vg. indica [93-11]
1.15	RLG	O. sativa vg. indica [93-11]
1.96	RLG	O. sativa vg. indica [93-11]
0.81	RLG	O. sativa vg. indica [93-11]
0.68	RLG	O. sativa vg. indica [93-11]
0.34	RLG	O. sativa vg. indica [93-11]
1.8	RLG	O. sativa vg. indica [93-11]
1.22	RLG	O. sativa vg. indica [93-11]
0.64	RLG	O. sativa vg. indica [93-11]
0.32	RLG	O. sativa vg. indica [93-11]
2.1	RLG	O. sativa vg. indica [93-11]
0.07	RLG	O. sativa vg. indica [93-11]
1.64	RLG	O. sativa vg. indica [93-11]
1.37	RLG	O. sativa vg. indica [93-11]
0.26	RLG	O. sativa vg. indica [93-11]
1.83	RLG	O. sativa vg. indica [93-11]
2.4	RLG	O. sativa vg. indica [93-11]
0.81	RLG	O. sativa vg. indica [93-11]
0	RLG	O. sativa vg. indica [93-11]
1.18	RLG	O. sativa vg. indica [93-11]
0.34	RLG	O. sativa vg. indica [93-11]
0.08	RLG	O. sativa vg. indica [93-11]
2.94	RLG	O. sativa vg. indica [93-11]
1.13	RLG	O. sativa vg. indica [93-11]
0.81	RLG	O. sativa vg. indica [93-11]
1.32	RLG	O. sativa vg. indica [93-11]
0.75	RLG	O. sativa vg. indica [93-11]
1.47	RLG	O. sativa vg. indica [93-11]
0.67	RLG	O. sativa vg. indica [93-11]
3.07	RLG	O. sativa vg. indica [93-11]
2.27	RLG	O. sativa vg. indica [93-11]
0.55	RLG	O. sativa vg. indica [93-11]
0.63	RLG	O. sativa vg. indica [93-11]
2.39	RLG	O. sativa vg. indica [93-11]
1.36	RLG	O. sativa vg. indica [93-11]
1.01	RLG	O. sativa vg. indica [93-11]
0.67	RLG	O. sativa vg. indica [93-11]
2.75	RLG	O. sativa vg. indica [93-11]
0.78	RLG	O. sativa vg. indica [93-11]
0	RLG	O. sativa vg. indica [93-11]
0.85	RLG	O. sativa vg. indica [93-11]
0.03	RLG	O. sativa vg. indica [93-11]
0.53	RLG	O. sativa vg. indica [93-11]
0.16	RLG	O. sativa vg. indica [93-11]
1.5	RLG	O. sativa vg. indica [93-11]
1.46	RLG	O. sativa vg. indica [93-11]
0.09	RLG	O. sativa vg. indica [93-11]
0	RLG	O. sativa vg. indica [93-11]
1.81	RLG	O. sativa vg. indica [93-11]
1.82	RLG	O. sativa vg. indica [93-11]
0.04	RLG	O. sativa vg. indica [93-11]
0.55	RLG	O. sativa vg. indica [93-11]
2.32	RLG	O. sativa vg. indica [93-11]
0.31	RLG	O. sativa vg. indica [93-11]
1.77	RLG	O. sativa vg. indica [93-11]
0.67	RLG	O. sativa vg. indica [93-11]
0.98	RLG	O. sativa vg. indica [93-11]
0.3	RLG	O. sativa vg. indica [93-11]
0.59	RLG	O. sativa vg. indica [93-11]
0.14	RLG	O. sativa vg. indica [93-11]
0.32	RLG	O. sativa vg. indica [93-11]
2.46	RLG	O. sativa vg. indica [93-11]
0.1	RLG	O. sativa vg. indica [93-11]
1.71	RLG	O. sativa vg. indica [93-11]
1.79	RLG	O. sativa vg. indica [93-11]
0.28	RLG	O. sativa vg. indica [93-11]
0.17	RLG	O. sativa vg. indica [93-11]
0	RLG	O. sativa vg. indica [93-11]
0.18	RLG	O. sativa vg. indica [93-11]
1.2	RLG	O. sativa vg. indica [93-11]
3.12	RLG	O. sativa vg. indica [93-11]
0.19	RLG	O. sativa vg. indica [93-11]
0.53	RLG	O. sativa vg. indica [93-11]
0	RLG	O. sativa vg. indica [93-11]
0.33	RLG	O. sativa vg. indica [93-11]
3.54	RLG	O. sativa vg. indica [93-11]
2.12	RLG	O. sativa vg. indica [93-11]
0.63	RLG	O. sativa vg. indica [93-11]
3.29	RLG	O. sativa vg. indica [93-11]
0.08	RLG	O. sativa vg. indica [93-11]
2	RLG	O. sativa vg. indica [93-11]
0.6	RLG	O. sativa vg. indica [93-11]
1.32	RLG	O. sativa vg. indica [93-11]
0.15	RLG	O. sativa vg. indica [93-11]
2.47	RLG	O. sativa vg. indica [93-11]
0.35	RLG	O. sativa vg. indica [93-11]
1.04	RLG	O. sativa vg. indica [93-11]
0.13	RLG	O. sativa vg. indica [93-11]
0.18	RLG	O. sativa vg. indica [93-11]
1.29	RLG	O. sativa vg. indica [93-11]
3.24	RLG	O. sativa vg. indica [93-11]
0.78	RLG	O. sativa vg. indica [93-11]
0.82	RLG	O. sativa vg. indica [93-11]
0.3	RLG	O. sativa vg. indica [93-11]
0.6	RLG	O. sativa vg. indica [93-11]
0.24	RLG	O. sativa vg. indica [93-11]
0.86	RLG	O. sativa vg. indica [93-11]
1.57	RLG	O. sativa vg. indica [93-11]
2.9	RLG	O. sativa vg. indica [93-11]
0.29	RLG	O. sativa vg. indica [93-11]
0.98	RLG	O. sativa vg. indica [93-11]
0.96	RLG	O. sativa vg. indica [93-11]
1.54	RLG	O. sativa vg. indica [93-11]
2.33	RLG	O. sativa vg. indica [93-11]
2.96	RLG	O. sativa vg. indica [93-11]
1.35	RLG	O. sativa vg. indica [93-11]
0.59	RLG	O. sativa vg. indica [93-11]
0.84	RLG	O. sativa vg. indica [93-11]
0.12	RLG	O. sativa vg. indica [93-11]
1.64	RLG	O. sativa vg. indica [93-11]
0.11	RLG	O. sativa vg. indica [93-11]
0.74	RLG	O. sativa vg. indica [93-11]
0.53	RLG	O. sativa vg. indica [93-11]
0.24	RLG	O. sativa vg. indica [93-11]
1.96	RLG	O. sativa vg. indica [93-11]
0.11	RLG	O. sativa vg. indica [93-11]
1.23	RLG	O. sativa vg. indica [93-11]
1.73	RLG	O. sativa vg. indica [93-11]
2.5	RLG	O. sativa vg. indica [93-11]
0	RLG	O. sativa vg. indica [93-11]
1.16	RLG	O. sativa vg. indica [93-11]
0.24	RLG	O. sativa vg. indica [93-11]
2.75	RLG	O. sativa vg. indica [93-11]
2.27	RLG	O. sativa vg. indica [93-11]
0.22	RLG	O. sativa vg. indica [93-11]
0.62	RLG	O. sativa vg. indica [93-11]
2.45	RLG	O. sativa vg. indica [93-11]
1.24	RLG	O. sativa vg. indica [93-11]
0.45	RLG	O. sativa vg. indica [93-11]
0.63	RLG	O. sativa vg. indica [93-11]
0.86	RLG	O. sativa vg. indica [93-11]
0	RLG	O. sativa vg. indica [93-11]
1.22	RLG	O. sativa vg. indica [93-11]
2.7	RLG	O. sativa vg. indica [93-11]
2.39	RLG	O. sativa vg. indica [93-11]
0.14	RLG	O. sativa vg. indica [93-11]
0.09	RLG	O. sativa vg. indica [93-11]
1.53	RLG	O. sativa vg. indica [93-11]
0.11	RLG	O. sativa vg. indica [93-11]
0.62	RLG	O. sativa vg. indica [93-11]
0	RLG	O. sativa vg. indica [93-11]
0.47	RLG	O. sativa vg. indica [93-11]
0.26	RLG	O. sativa vg. indica [93-11]
0.43	RLG	O. sativa vg. indica [93-11]
0.2	RLG	O. sativa vg. indica [93-11]
0.49	RLG	O. sativa vg. indica [93-11]
1.69	RLG	O. sativa vg. indica [93-11]
3.13	RLG	O. sativa vg. indica [93-11]
1.1	RLG	O. sativa vg. indica [93-11]
1.21	RLG	O. sativa vg. indica [93-11]
1.53	RLG	O. sativa vg. indica [93-11]
2.07	RLG	O. sativa vg. indica [93-11]
3.24	RLG	O. sativa vg. indica [93-11]
3.16	RLG	O. sativa vg. indica [93-11]
0.27	RLG	O. sativa vg. indica [93-11]
0.31	RLG	O. sativa vg. indica [93-11]
0.43	RLG	O. sativa vg. indica [93-11]
0.47	RLG	O. sativa vg. indica [93-11]
0.95	RLG	O. sativa vg. indica [93-11]
1.36	RLG	O. sativa vg. indica [93-11]
0.86	RLG	O. sativa vg. indica [93-11]
2.6	RLG	O. sativa vg. indica [93-11]
0	RLG	O. sativa vg. indica [93-11]
1.1	RLG	O. sativa vg. indica [93-11]
0.53	RLG	O. sativa vg. indica [93-11]
0.63	RLG	O. sativa vg. indica [93-11]
0.71	RLG	O. sativa vg. indica [93-11]
1.32	RLG	O. sativa vg. indica [93-11]
1	RLG	O. sativa vg. indica [93-11]
1.05	RLG	O. sativa vg. indica [93-11]
1.33	RLG	O. sativa vg. indica [93-11]
0.04	RLG	O. sativa vg. indica [93-11]
0	RLG	O. sativa vg. indica [93-11]
1.11	RLG	O. sativa vg. indica [93-11]
0	RLG	O. sativa vg. indica [93-11]
0.48	RLG	O. sativa vg. indica [93-11]
0.36	RLG	O. sativa vg. indica [93-11]
0.13	RLG	O. sativa vg. indica [93-11]
0	RLG	O. sativa vg. indica [93-11]
0	RLG	O. sativa vg. indica [93-11]
0.57	RLG	O. sativa vg. indica [93-11]
0.22	RLG	O. sativa vg. indica [93-11]
2.5	RLG	O. sativa vg. indica [93-11]
0.44	RLG	O. sativa vg. indica [93-11]
1.18	RLG	O. sativa vg. indica [93-11]
1.06	RLG	O. sativa vg. indica [93-11]
